mean,var,beta_alpha,beta_beta,beta_feasible
0.01803607224,0.004809619334,0.04837932308,2.633985353,True
0.01803607224,0.005010020135,0.04572270732,2.489347385,True
0.01803607224,0.005210420936,0.04327044662,2.355835414,True
0.01803607224,0.005410821738,0.04099983485,2.232213218,True
0.01803607224,0.005611222539,0.03889140963,2.117421179,True
0.01803607224,0.005811623341,0.03692839305,2.010545833,True
0.01803607224,0.006012024142,0.03509624424,1.910795509,True
0.01803607224,0.006212424943,0.03338229857,1.81748069,True
0.01803607224,0.006412825745,0.03177547451,1.729998047,True
0.01803607224,0.006613226546,0.03026603372,1.647817382,True
0.01803607224,0.006813627348,0.02884538357,1.570470874,True
0.01803607224,0.007014028149,0.02750591342,1.497544167,True
0.01803607224,0.007214428951,0.02624085828,1.428668943,True
0.01803607224,0.007414829752,0.0250441845,1.363516704,True
0.01803607224,0.007615230553,0.02391049355,1.30179353,True
0.01803607224,0.007815631355,0.02283494059,1.243235648,True
0.01803607224,0.008016032156,0.02181316528,1.187605659,True
0.01803607224,0.008216432958,0.02084123267,1.134689328,True
0.01803607224,0.008416833759,0.01991558257,1.084292823,True
0.01803607224,0.00861723456,0.01903298595,1.036240341,True
0.01803607224,0.008817635362,0.01819050737,0.9903720623,True
0.01803607224,0.009018036163,0.01738547227,0.9465423741,True
0.01803607224,0.009218436965,0.01661543871,0.9046183245,True
0.01803607224,0.009418837766,0.01587817252,0.864478277,True
0.01803607224,0.009619238567,0.01517162576,0.8260107315,True
0.01803607224,0.009819639369,0.01449391765,0.7891132899,True
0.01803607224,0.01002004017,0.01384331786,0.7536917459,True
0.01803607224,0.01022044097,0.01321823178,0.719659282,True
0.01803607224,0.01042084177,0.01261718748,0.6869357591,True
0.01803607224,0.01062124257,0.0120388241,0.655447086,True
0.01803607224,0.01082164338,0.01148188158,0.6251246601,True
0.01803607224,0.01102204418,0.01094519151,0.5959048679,True
0.01803607224,0.01122244498,0.01042766895,0.5677286396,True
0.01803607224,0.01142284578,0.009928305073,0.540541051,True
0.01803607224,0.01162324658,0.00944616064,0.5142909653,True
0.01803607224,0.01182364738,0.008980360087,0.4889307131,True
0.01803607224,0.01202404818,0.008530086219,0.4644158027,True
0.01803607224,0.01222444899,0.008094575428,0.4407046597,True
0.01803607224,0.01242484979,0.007673113372,0.4177583924,True
0.01803607224,0.01262525059,0.007265031064,0.3955405779,True
0.01803607224,0.01282565139,0.006869701328,0.3740170702,True
0.01803607224,0.01302605219,0.006486535583,0.3531558243,True
0.01803607224,0.01322645299,0.006114980922,0.3329267373,True
0.01803607224,0.01342685379,0.005754517445,0.3133015036,True
0.01803607224,0.0136272546,0.005404655834,0.2942534827,True
0.01803607224,0.0138276554,0.00506493514,0.2757575783,True
0.01803607224,0.0140280562,0.004734920751,0.2577901284,True
0.01803607224,0.014228457,0.004414202542,0.2403288037,True
0.01803607224,0.0144288578,0.004102393172,0.2233525159,True
0.01803607224,0.0146292586,0.003799126525,0.2068413319,True
0.01803607224,0.0148296594,0.003504056273,0.190776396,True
0.01803607224,0.01503006021,0.003216854562,0.1751398585,True
0.01803607224,0.01523046101,0.00293721079,0.1599148088,True
0.01803607224,0.01543086181,0.002664830492,0.1450852149,True
0.01803607224,0.01563126261,0.002399434305,0.130635867,True
0.01803607224,0.01583166341,0.002140757009,0.1165523254,True
0.01803607224,0.01603206421,0.001888546645,0.1028208723,True
0.01803607224,0.01623246501,0.001642563697,0.08942846745,True
0.01803607224,0.01643286582,0.001402580333,0.07636270662,True
0.01803607224,0.01663326662,0.001168379701,0.06361178339,True
0.01803607224,0.01683366742,0.0009397552748,0.05116445357,True
0.01803607224,0.01703406822,0.0007165102465,0.03901000209,True
0.01803607224,0.01723446902,0.000498456963,0.02713821228,True
0.01803607224,0.01743486982,0.0002854163987,0.01553933717,True
0.01803607224,0.01763527062,7.721766528e-05,0.004204072864,True
0.02004008026,1e-10,3935566.22,192449187.2,True
0.02004008026,0.0002004009014,1.943806496,95.05213716,True
0.02004008026,0.0004008017028,0.9618834526,47.0361006,True
0.02004008026,0.0006012025042,0.6345756628,31.03074975,True
0.02004008026,0.0008016033056,0.4709217474,23.02807333,True
0.02004008026,0.001002004107,0.3727293917,18.22646716,True
0.02004008026,0.001202404908,0.3072678185,15.02539625,True
0.02004008026,0.00140280571,0.2605095506,12.73891696,True
0.02004008026,0.001603206511,0.2254408489,11.02405746,True
0.02004008026,0.001803607313,0.1981651916,9.690277822,True
0.02004008026,0.002004008114,0.1763446655,8.623254101,True
0.02004008026,0.002204408915,0.1584915076,7.750234684,True
0.02004008026,0.002404809717,0.1436138759,7.022718497,True
0.02004008026,0.002605210518,0.1310251105,6.407127873,True
0.02004008026,0.00280561132,0.1202347402,5.879478764,True
0.02004008026,0.003006012121,0.1108830858,5.422182867,True
0.02004008026,0.003206412922,0.1027003881,5.022048955,True
0.02004008026,0.003406813724,0.09548036081,4.66898962,True
0.02004008026,0.003607214525,0.0890625587,4.355159099,True
0.02004008026,0.003807615327,0.0833203147,4.074363368,True
0.02004008026,0.004008016128,0.07815229508,3.82164721,True
